id,token_address,symbol,pair_id,ten_x_score,risk_adjusted_10x_score,manipulation_risk_score,horizon,return_pct,failure_reasons,diagnosis_text,created_at
804,0x22aaB1803d9B5ED57c4E34090884867F5fdaFbb7,GACHA,base:0x2331812ae8a2aa0b93d84635b7367fa24515b031cef3059a30ac2adee7266b1a,80.0,80.0,0.0,30m,-47.68932038834951,"[""Liquidity drop failure"",""Volume fade failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
803,0x8f9e7ce623e99C789dc01579a42522CF9077CC8a,RoboX,base:0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333,81.0,56.0,25.0,30m,-45.08474576271186,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
802,0x8f9e7ce623e99C789dc01579a42522CF9077CC8a,RoboX,base:0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333,81.0,56.0,25.0,15m,-45.08474576271186,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
801,0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,bLend,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,95.0,70.0,25.0,1h,-74.25122749590834,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
800,0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,bLend,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,95.0,70.0,25.0,30m,-74.25122749590834,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
799,0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,bLend,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,95.0,70.0,25.0,15m,-74.25122749590834,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
798,0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,bLend,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,95.0,70.0,25.0,2h,-75.2986906710311,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
797,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,100.0,0.0,15m,-37.69549952122566,"[""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
796,0x8f9e7ce623e99C789dc01579a42522CF9077CC8a,RoboX,base:0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333,81.0,56.0,25.0,4h,-42.429378531073446,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
795,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,100.0,0.0,1h,-37.631662942866264,"[""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
794,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,100.0,0.0,30m,-37.631662942866264,"[""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
793,0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,bLend,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,95.0,70.0,25.0,4h,-76.96399345335516,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
792,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,100.0,0.0,2h,-45.32397063517396,"[""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
791,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,75.0,25.0,4h,-36.42410015649453,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
790,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,100.0,0.0,4h,-41.94063198212575,"[""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
789,0x8f9e7ce623e99C789dc01579a42522CF9077CC8a,RoboX,base:0x348b81863531ce001a9ee8b5d4d0230f76314cc7ef9e89aa63dee9b50b1cd333,81.0,56.0,25.0,8h,-59.898305084745765,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
788,0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,bLend,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,95.0,70.0,25.0,8h,-55.196399345335514,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
787,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,75.0,25.0,8h,-40.76682316118936,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
786,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,LO0P,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,100.0,75.0,25.0,8h,-92.40983083306735,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
785,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,100.0,100.0,0.0,4h,-56.59962287869264,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
784,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,100.0,100.0,0.0,2h,-56.59962287869264,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
783,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,100.0,100.0,0.0,1h,-56.59962287869264,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
782,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,100.0,100.0,0.0,30m,-56.59962287869264,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
781,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,100.0,100.0,0.0,15m,-56.59962287869264,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
780,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,84.0,39.0,45.0,4h,-40.72961373390558,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
779,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,84.0,39.0,45.0,2h,-40.72961373390558,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
778,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,84.0,39.0,45.0,1h,-40.72961373390558,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
777,0x2d296830975789E8C0Bf5bfCc9982D331A07DB07,KUVI,base:0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,80.0,30.0,50.0,4h,-95.29301075268816,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure"",""No-buyer-continuation failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
776,0x2d296830975789E8C0Bf5bfCc9982D331A07DB07,KUVI,base:0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,80.0,30.0,50.0,2h,-95.29301075268816,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure"",""No-buyer-continuation failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
775,0x2d296830975789E8C0Bf5bfCc9982D331A07DB07,KUVI,base:0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,80.0,30.0,50.0,1h,-95.29301075268816,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure"",""No-buyer-continuation failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
774,0x2d296830975789E8C0Bf5bfCc9982D331A07DB07,KUVI,base:0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,80.0,30.0,50.0,30m,-95.29301075268816,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure"",""No-buyer-continuation failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
773,0x2d296830975789E8C0Bf5bfCc9982D331A07DB07,KUVI,base:0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,80.0,30.0,50.0,15m,-95.29301075268816,"[""Overextension failure"",""Liquidity drop failure"",""Timing failure"",""No-buyer-continuation failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
772,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,100.0,100.0,0.0,8h,-47.39157762413577,"[""Liquidity drop failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
771,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,jo,base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,84.0,39.0,45.0,8h,-28.154506437768244,"[""Overextension failure"",""Timing failure""]","High 10x score failed. Inspect overextension, timing, volume fade, liquidity drop, manipulation risk, or lack of buyer continuation.",2026-05-11T09:15:17+00:00
